	gene	cluster_1	cluster_2	cluster_3	cluster_4	cluster_5	cluster_6	cluster_7
9592	FAM3D	0	0	0	0.0036414029	0	0	0.0137433722
9593	FAM41AY1	0	0	0	0	0	0	0
9594	FAM41AY2	0	0	0	0	0	0	0
9595	FAM41C	0	0.0025802632	0	0.0020404633	0	0	0
9596	FAM43A	0.0064741043	0.0433731387	0.0450016752	0.0127159121	0.054581247	0.0424830597	0.0068838493
9597	FAM43B	0	0	0	0	0	0	0
9598	FAM45A	0.0395132017	0.0558713972	0.1180683311	0.2185744723	0.0578350344	0.0577083256	0.2337594594
9599	FAM46A	0.0341681325	0.0463815984	0.0209234496	0.1839757152	0.0648160879	0.0350589246	0.1268339929
9600	FAM46B	0	0	0	0	0	0	0.0035407921
9601	FAM46C	0.0460724605	0.080373793	0.0784539909	0.0203890849	0.039608157	0.0968529001	0.006229848
9602	FAM46D	0	0	0	0	0	0	0
9603	FAM47A	0	0	0	0	0	0	0
9604	FAM47B	0	0	0	0	0	0	0
9605	FAM47C	0	0	0	0	0	0	0
9606	FAM47E	0.0032570867	0	0.0027643262	0	0	0	0
9607	FAM47E.STBD1	0	0	0	0	0	0	0
9608	FAM47E.STBD1.1	0.0018590391	0	0.0042886165	0	0.0064756874	0	0
9609	FAM49A	0.0093993734	0.0282969406	0.0059281936	0.1841133355	0.0509046406	0.00390444	0.103059181
9610	FAM49B	0.3192372449	0.4377484408	0.281205173	0.5175555074	0.7604338468	0.3406445575	0.4229178552
9611	FAM50A	0.1040776726	0.0593749399	0.1299384723	0.1734206867	0.1241997816	0.0847637673	0.1444455009
9612	FAM50B	0.0110044577	0.0195500418	0.0174178226	0.0089184972	0.0350848809	0.0245930297	0.0075288351
9613	FAM53A	0.0014979488	0.0059738702	0.0019541526	0	0.0039054853	0.0050177668	0.0021898597
9614	FAM53B	0.0122186694	0.0491765645	0.0232032886	0.0402751944	0.0416772246	0.0274178985	0.0110311599
9615	FAM53B.AS1	0	0	0	0	0	0	0
9616	FAM53C	0.0269148448	0.0946113022	0.0740969985	0.0351160869	0.0718827981	0.0555069431	0.0514915985
9617	FAM57A	0	0	0	0	0.0043123067	0	0
9618	FAM57B	0	0	0	0	0	0	0
9619	FAM58A	0.060249941	0.0860263277	0.0688088891	0.0658621678	0.0722146595	0.0764779095	0.064762387
9620	FAM60A	0.0856029513	0.116408951	0.1209936412	0.039105519	0.1097112178	0.0968832127	0.0172986916
9621	FAM63A	0.0140757162	0.0068971444	0.0236397831	0.0555659114	0	0.0057267493	0.0065298347
9622	FAM63B	0.0310957492	0.0476868735	0.0306119815	0.0185491292	0.0482152897	0.0489413932	0.0297934438
9623	FAM64A	0	0	0.0015090348	0	0	0	0
9624	FAM65A	0.0237155426	0.023144829	0.0139027619	0.035163802	0.0141451299	0.0109392618	0.0153902084
9625	FAM65B	0.3926331364	0.6125726383	0.3964508698	0.2806922458	0.4533989492	0.4167781182	0.2790040733
9626	FAM65C	0.0058381055	0	0.0043639082	0	0	0	0
9627	FAM66B	0	0.0028362182	0	0	0.0047938298	0	0
9628	FAM66C	0.0028936211	0.0028362182	0.0041208258	0	0	0.003581667	0
9629	FAM66D	0	0.0032265913	0	0	0	0	0
9630	FAM66E	0	0	0	0	0	0	0
9631	FAM69A	0.0207888362	0.0202694901	0.0137872707	0.0278545324	0.0305395339	0.0037107171	0.0170471702
9632	FAM69B	0	0.0050731944	0	0	0	0	0
9633	FAM69C	0	0	0	0	0	0	0
9634	FAM71A	0	0	0	0	0	0	0.0048618686
9635	FAM71B	0	0	0	0	0	0	0
9636	FAM71C	0	0	0	0	0	0	0
9637	FAM71D	0.0152025664	0.0437039823	0.0342424957	0.0210674434	0.0851174775	0.0294372844	0.021282339
9638	FAM71E1	0	0.0040710819	0	0.0022298008	0	0	0
9639	FAM71E2	0	0	0	0	0	0	0
9640	FAM71F1	0	0	0	0	0	0	0
9641	FAM71F2	0	0	0	0	0	0	0
9642	FAM72A	0	0.0021183574	0.0034580997	0.0071358637	0	0	0.0089233686
9643	FAM72B	0	0	0.0034580997	0.0017411139	0	0.0037731195	0.0067566327
9644	FAM72C	0	0	0	0.0016983997	0	0	0
9645	FAM72D	0	0	0	0.0019129344	0	0	0
9646	FAM73A	0.0160679834	0.0153057897	0.0245842497	0.0141313369	0.0262386872	0.0135789446	0.0086790353
9647	FAM73B	0.0109400997	0.0097602962	0.0195239489	0.0208470806	0.0244890299	0.0102017617	0.0126778624
9648	FAM74A1	0	0	0	0	0	0	0
9649	FAM74A2	0	0	0	0	0	0	0
9650	FAM74A3	0	0	0	0	0	0	0
9651	FAM74A4	0	0	0	0	0	0	0
9652	FAM74A5	0	0	0	0	0	0	0
9653	FAM74A6	0	0	0	0	0	0	0
9654	FAM76A	0.0156073585	0.0232753237	0.0183509996	0.0087394636	0.0289746655	0.0087123115	0.0032583699
9655	FAM76B	0.0229780725	0.0094305328	0.0150445732	0.0168553131	0.0344202791	0.0194478374	0.0124091505
9656	FAM78A	0.0509908012	0.0428977773	0.0687385838	0.0302436202	0.0934589507	0.0430325449	0.0150260174
9657	FAM78B	0	0	0	0	0	0	0
9658	FAM81A	0	0.0115704567	0	0.0013356271	0	0	0.0045142425
9659	FAM81B	0	0	0	0.0036414029	0	0	0
9660	FAM83A	0	0	0	0	0	0	0
9661	FAM83A.AS1	0	0	0	0	0	0	0
9662	FAM83B	0	0	0	0	0	0	0
9663	FAM83C	0	0	0	0	0	0	0
9664	FAM83C.AS1	0.0027660052	0	0	0	0	0	0
9665	FAM83D	0	0	0	0.0068739012	0.0053441588	0	0
9666	FAM83E	0	0	0	0	0	0	0
9667	FAM83F	0	0	0	0	0	0	0
9668	FAM83G	0.0011815246	0	0.0025343415	0	0.0043123067	0.0034479934	0
9669	FAM83H	0	0	0	0	0.0047584074	0	0
9670	FAM83H.AS1	0	0	0	0	0	0	0
9671	FAM84A	0	0	0	0	0	0	0
9672	FAM84B	0.0139581253	0	0.0204731954	0.0049565967	0.0078007142	0.0334415848	0.0049775596
9673	FAM85A	0	0	0	0	0	0.0026870162	0
9674	FAM85B	0	0	0	0	0	0	0
9675	FAM86A	0.0294919302	0.0111965525	0.0300186478	0.0216381166	0.0372533968	0.0158243947	0.0107554606
9676	FAM86B1	0	0.0035508719	0	0.0032146603	0	0	0
9677	FAM86B2	0	0	0	0	0	0	0
9678	FAM86C1	0.0066452339	0.0038225383	0.00997625	0.0103477681	0.0182063107	0.009620588	0.0059584858
9679	FAM87A	0	0	0	0	0	0	0
9680	FAM87B	0	0	0	0.0017174603	0	0	0.0019181185
9681	FAM89A	0.0062118001	0	0.0073443848	0	0	0.0035096335	0.0019729942
9682	FAM89B	0.0688204293	0.0369840294	0.1326565557	0.1858940013	0.1022473343	0.1010548968	0.1107409021
9683	FAM8A1	0.0201498645	0.0082292421	0.0208117589	0.0168344709	0.0439734776	0.0228184914	0.0077688784
9684	FAM90A1	0.0012295021	0	0	0	0	0	0
9685	FAM90A26	0	0	0	0	0	0	0
9686	FAM91A1	0.0100673501	0.0283206763	0.0100954217	0.0177912031	0.0066588237	0.0226716271	0.041185923
9687	FAM92A1	0.0012672379	0	0	0	0.0026248824	0	0.0029413667
9688	FAM92B	0	0	0	0	0	0	0
9689	FAM96A	0.0875187951	0.2071705149	0.2928349074	0.1575767269	0.0934618276	0.1076460939	0.1165136884
9690	FAM96B	0.259039237	0.3197437301	0.4411568522	0.3427013712	0.6898654559	0.2717870043	0.3712717799
9691	FAM98A	0.0115297068	0.0165818674	0.0120655487	0.0108063219	0.1958258296	0.0114765167	0.0088355934
9692	FAM98B	0.0205332435	0.0231099821	0.0314930154	0.0075391995	0.0039642546	0.0071655386	0.0160327208
9693	FAM98C	0.0543165951	0.0516243187	0.0449072781	0.0529063294	0.0835980716	0.0635243471	0.0338880113
9694	FAM99B	0	0	0	0	0	0	0
9695	FAM9A	0	0	0	0	0	0	0
9696	FAM9B	0	0	0	0	0	0	0
9697	FAM9C	0	0	0	0	0	0	0
9698	FAN1	0.0011833717	0.0116870539	0.0047950205	0.0017225475	0.0040843835	0	0.0023432529
9699	FANCA	0.0031553278	0.0179627601	0.0073715365	0.0224221185	0.0152104851	0.0057219167	0.0220619528
9700	FANCB	0.0092869188	0.009325106	0	0.0029776147	0.0106397197	0	0
9701	FANCC	0	0.0049912861	0	0	0	0.0035293506	0.0019330068
9702	FANCD2	0.0032672835	0.0224719631	0.0098880322	0.0061783102	0.0073396971	0.004755673	0
9703	FANCD2OS	0	0	0	0	0	0	0
9704	FANCE	0	0.0020197487	0.0066913453	0.0051064635	0.0042963234	0.009620588	0.0066508054
9705	FANCF	0.0273778488	0.0300176914	0.0341076754	0.0253168762	0.0492006211	0.0537040671	0.0122629645
9706	FANCG	0.0036376159	0.0076445047	0.0066373035	0.0034716984	0.0115583252	0.0161032958	0.0105615536
9707	FANCI	0.0010210838	0	0.0142633711	0.0064642017	0.0287904187	0.0039264025	0.0073576317
9708	FANCL	0.0067462258	0.035961965	0.0018791065	0.0117261643	0.0259788229	0.0163439044	0.004599576
9709	FANCM	0.002520411	0.0093440035	0	0.0052553646	0.0079913926	0.0122869714	0.0027670635
9710	FANK1	0.00387412	0	0.0125518535	0.005508659	0	0	0.0041276638
9711	FANK1.AS1	0	0	0	0	0	0	0
9712	FAP	0	0	0	0	0	0	0
9713	FAR1	0.0181897818	0.0165034173	0.0218181709	0.0419858368	0.0387216888	0.0149898201	0.0233635807
9714	FAR2	0.0053747773	0.0016693772	0.0187917399	0.0091627267	0.0033598494	0.0239315437	0.0086180938
9715	FARP1	0	0	0	0	0	0	0
9716	FARP1.AS1	0.0010542666	0	0	0	0	0	0
9717	FARP2	0.0065299548	0.0114939065	0.0060351086	0.0215107005	0.0054014355	0.0019118211	0.0041149167
9718	FARS2	0.0613033653	0.0457221954	0.042609315	0.0345230656	0.0598004936	0.0470849355	0.0308109424
9719	FARSA	0.0577650681	0.0314749502	0.0821325064	0.0530448756	0.0838110296	0.0754330891	0.0641135994
9720	FARSB	0.0405395962	0.0646265952	0.0338863183	0.0239424396	0.0439791144	0.055696165	0.0313125854
9721	FAS	0.0367963059	0.0243708009	0.0706124232	0.0291575968	0.0292863217	0.0544260267	0.0400668831
9722	FASLG	0.0021261468	0.0014012364	0.0032654783	0	0.190512867	0.009482654	0
9723	FASN	0.013909883	0	0.0177042577	0.0033552859	0.0098726458	0	0.0050971329
9724	FASTK	0.074313962	0.0899706169	0.1413600113	0.0813209519	0.0933947331	0.1038030124	0.053306739
9725	FASTKD1	0.0057784147	0.0090794608	0.0055629172	0.006163826	0.0149114781	0.0524584781	0.0012781987
9726	FASTKD2	0.032595109	0.0159161885	0.009992325	0.0186607285	0.0773257642	0.0265176977	0.0125377305
9727	FASTKD3	0.0077946388	0.0099497402	0.012487471	0.0077439218	0.0108190081	0.024213692	0.0158472381
9728	FASTKD5	0.0122815385	0.020155882	0.0232650166	0.0115734384	0.0514209812	0	0.0157009259
9729	FAT1	0	0	0	0	0	0	0
9730	FAT2	0	0	0	0	0	0	0
9731	FAT3	0	0	0	0	0	0	0
9732	FAT4	0	0	0	0.0028860151	0.0040815072	0	0
9733	FATE1	0	0	0	0	0	0	0
9734	FAU	7.2536518463	8.4000184743	6.3164353262	6.5403041436	5.4307861286	6.256186067	7.6074308164
9735	FAXC	0	0	0	0	0	0	0
9736	FAXDC2	0.0019771797	0	0	0.0543019757	0	0	0.0030556529
9737	FBF1	0.0069598436	0.0072376381	0.0148531559	0	0.0051747681	0.0079358907	0
9738	FBL	0.3975031892	0.429901181	0.3250344988	0.1952410638	0.4205528859	0.5310523131	0.2929246536
9739	FBLIM1	0.0074677608	0.0122139923	0.0137972498	0.0137587087	0.0110037212	0.0143786938	0.0053616515
9740	FBLL1	0	0	0	0	0	0	0
9741	FBLN1	0	0	0	0	0	0	0
9742	FBLN2	0.0021694945	0.0032435177	0.003567282	0.0081101124	0	0	0
9743	FBLN5	0.0935773151	0	0.1082330214	0.00167203	0.0337198941	0.0378293484	0
9744	FBLN7	0.0326983695	0.002608842	0.0160871306	0	0.0016784652	0.0257907747	0.0036228751
9745	FBN1	0	0	0	0	0	0	0
9746	FBN2	0.0012053558	0	0	0	0	0	0
9747	FBN3	0	0	0	0	0	0	0
9748	FBP1	0.0332144682	0.0339847745	0.0067978671	0.181689505	0.038899793	0.0159428402	0.186372629
9749	FBP2	0	0	0	0	0	0	0
9750	FBRS	0.0265429545	0.0309853199	0.0485381602	0.0402982648	0.0582646986	0.0286341864	0.0232371789
9751	FBRSL1	0.0049921746	0.0301261045	0.0127461128	0.016855272	0.0247492083	0.0182423432	0.0325217888
9752	FBXL12	0.0259837589	0.0266286128	0.0304554497	0.0340753057	0.0635095183	0.0701787308	0.038294795
9753	FBXL13	0.001047942	0	0	0	0	0	0
9754	FBXL14	0.0042503052	0	0.0038790295	0.0019211498	0	0.0033684954	0.0102218124
9755	FBXL15	0.1159659496	0.0705695323	0.1082411576	0.1322919103	0.1632145645	0.1890215145	0.1585626723
9756	FBXL16	0.0076139466	0	0.015911437	0.0028497661	0	0.013613047	0
9757	FBXL17	0.0081024288	0.0011668706	0.0169470451	0.0111713269	0.0165672056	0.0383826174	0.0126862248
9758	FBXL18	0.002014987	0.0047837181	0	0.0021332797	0.0085433701	0.0050679891	0.0088646428
9759	FBXL19	0.0023609374	0	0.0033846434	0.006807522	0.0055355685	0	0.0106736716
9760	FBXL19.AS1	0	0	0	0	0	0	0.0025339982
9761	FBXL2	0	0	0	0	0	0	0
9762	FBXL20	0.0109620819	0.0108978893	0.0118865732	0.004735522	0.0072537425	0.018152205	0.001881882
9763	FBXL22	0.0055358916	0	0	0	0	0	0
9764	FBXL3	0.0748850261	0.0895412049	0.087262507	0.0422350279	0.0863079481	0.0533155625	0.0141733029
9765	FBXL4	0.0255687476	0.0380568427	0.0256324564	0.0087818579	0.0187580357	0.0176830358	0.0181130113
9766	FBXL5	0.0735107113	0.1045421427	0.099324036	0.0983196287	0.103384534	0.1174897594	0.1647406757
9767	FBXL6	0.0094060761	0.0060852722	0.0046548354	0.0123848983	0.0116182328	0.0128636997	0.017469441
9768	FBXL7	0	0	0	0	0	0	0
9769	FBXL8	0.0425133529	0.0111804517	0.0573003614	0.0068739012	0.0145582613	0.0244412944	0.0156003766
9770	FBXO10	0	0.0101485886	0.0046388378	0	0	0	0
9771	FBXO11	0.0243529506	0.0516422814	0.0350972974	0.0101385421	0.020049539	0.0224070471	0.0360094972
9772	FBXO15	0.0014300317	0	0	0.0017083785	0	0	0
9773	FBXO16	0	0	0	0	0	0	0
9774	FBXO17	0	0	0	0	0	0	0
9775	FBXO18	0.0509654364	0.0688773053	0.0785414993	0.0379881243	0.0332649666	0.0468258235	0.0406064738
9776	FBXO2	0.0120416899	0.00373029	0	0	0.0176549514	0.0036824408	0
9777	FBXO21	0.1107046399	0.045867472	0.0376790768	0.0233428682	0.0248602163	0.0776677088	0.0266380491
9778	FBXO22	0.0322821683	0.0457097628	0.0663452493	0.0242021932	0.0442275997	0.0286189754	0.0405504866
9779	FBXO24	0	0	0.004204469	0	0	0	0
9780	FBXO25	0.0391441151	0.0543262014	0.0328988791	0.0368537043	0.0811274827	0.1871312825	0.0418846511
9781	FBXO27	0	0	0	0	0	0	0
9782	FBXO28	0.0292147596	0.0236137327	0.019421391	0.0133457313	0.0359468681	0.0274264665	0.0047054765
9783	FBXO3	0.0485160863	0.0421713171	0.0656325187	0.0209891254	0.1106353977	0.0534560155	0.0428402801
9784	FBXO30	0.0033609032	0.0080444086	0	0.001770804	0.0129816114	0.0076957122	0.0055816361
9785	FBXO31	0.0117896376	0.0068443278	0.0194508931	0.0099026161	0.0178431304	0.010572983	0
9786	FBXO32	0.0527043384	0.0195608227	0.0203469413	0.005708288	0.0693424187	0.0383248258	0.00552732
9787	FBXO33	0.0483055433	0.0347146882	0.0226179117	0.0174152239	0.0506499237	0.0423658722	0.0129084341
9788	FBXO34	0.0339572579	0.0093715833	0.0545662946	0.0134153166	0.049582628	0.0234146532	0.0219963418
9789	FBXO36	0.0024710449	0.0037586357	0.0020475141	0	0	0.0043029068	0
9790	FBXO38	0.0167485604	0.0193258085	0.0098178825	0.0235722081	0.0225549146	0.0088374205	0.0239746911
9791	FBXO39	0	0	0	0	0	0	0
9792	FBXO4	0.0555285931	0.0479313499	0.0522171532	0.0247551677	0.06232261	0.0251722827	0.0077826256
9793	FBXO40	0.000945023	0	0	0	0	0	0
9794	FBXO41	0.0063042376	0.0079323344	0.017267846	0.0215186154	0.0084361378	0.0044397484	0.0082503864
9795	FBXO42	0.0118917808	0.0185105965	0.0132874598	0.0384548702	0.053782583	0.0153803022	0.0289288928
9796	FBXO43	0	0	0	0.004042628	0	0	0
9797	FBXO44	0.0406521753	0.0434056335	0.0303044781	0.0013584023	0.0816084696	0.0467070104	0.0056101471
9798	FBXO45	0	0.0014012364	0.0029119987	0.0017174603	0.0043348842	0	0.0026399546
9799	FBXO46	0.0041025646	0.0039413263	0.0029847287	0	0.0215400168	0	0.0033678759
9800	FBXO47	0	0	0	0	0	0	0
9801	FBXO48	0.0081733369	0.0021219925	0.010762073	0.0024000497	0.014001433	0.0068182977	0
9802	FBXO5	0.0062199915	0.0150892865	0.0155617445	0.0040019559	0.0121456072	0	0
9803	FBXO6	0.0095275676	0.0583172292	0.0267449837	0.0789034496	0.2373881983	0.0272970235	0.0683466739
9804	FBXO7	0.1555407144	0.1693400123	0.1563375929	0.1701040684	0.2396981223	0.3018351865	0.1287295818
9805	FBXO8	0.0291785105	0.0497156947	0.0180856453	0.0071317742	0.0608165703	0.0426297756	0.0132426209
9806	FBXO9	0.0336712603	0.0401654746	0.0727570975	0.0580880635	0.0532318163	0.0599321551	0.052462601
9807	FBXW10	0	0	0	0	0	0	0
9808	FBXW11	0.0223645563	0.0295622761	0.0031009008	0.0218873305	0.017799086	0.0451906538	0.0375616237
9809	FBXW12	0	0	0	0	0	0	0
9810	FBXW2	0.0431652358	0.052235311	0.064564873	0.030984786	0.1219744445	0.053902832	0.0567548082
9811	FBXW4	0.0043997797	0.0131991116	0.0679148638	0.0063035926	0.0545939248	0.0203284226	0.0091411572
9812	FBXW5	0.1173070508	0.1925614155	0.1226138151	0.1606320747	0.2691883566	0.1593501298	0.1442850111
9813	FBXW7	0.0133303969	0.0128513898	0.0172323329	0.0293237662	0.0160485	0.0195997468	0.0418195885
9814	FBXW8	0.0095193355	0.0015228955	0	0.0053971212	0.0135473022	0.0119609987	0.0053646478
9815	FBXW9	0.0041809297	0.0128674917	0.0124950507	0.0046012653	0	0	0.0143524307
9816	FCAMR	0	0	0	0	0	0	0
9817	FCAR	0	0	0	0	0	0	0.0554216598
9818	FCER1A	0.0129958489	0.0075433449	0.0344600996	0.4213239036	0.0194829237	0.0086056149	0.0143250582
9819	FCER1G	0.0978116203	0.1045548282	0.1025362989	7.3960995902	2.1838854899	0.146135167	4.2689261297
9820	FCER2	0.0025137455	0.8120360221	0.0124897733	0.0103286944	0.0248709823	0.0070745991	0.0143040974
9821	FCF1	0.0133350945	0.0126011721	0.0287352225	0.0092393377	0.0207306268	0.0062138912	0.0112816652
9822	FCGBP	0.004911368	0.0093681146	0	0	0	0	0
9823	FCGR1A	0.0022466706	0.0035678819	0	0.0782392003	0	0	0.3289987155
9824	FCGR1B	0	0	0	0.0504581864	0	0	0.1294121062
9825	FCGR2A	0.0081618874	0.0115269049	0.0100380708	0.4157159954	0.0092477172	0.0117826905	0.452124907
9826	FCGR2B	0.0068159499	0.2339069219	0	0.0277474341	0.0129937187	0.0033029674	0.0184604289
9827	FCGR3A	0.0389584745	0.0424450125	0.064644168	3.1249475177	2.3297753421	0.083190036	0.0824264821
9828	FCGR3B	0	0	0.0053103942	0.0558368335	0	0	0
9829	FCGRT	0.1070125512	0.1431402364	0.127358118	0.8500364641	0.0629770103	0.0909226923	1.4667561679
9830	FCHO1	0.0229063205	0.0647567481	0.0292755817	0.0625608815	0.0137487904	0.0263226483	0.0291549249
9831	FCHO2	0.0027244924	0	0.0045861293	0	0	0.0035898537	0.0104047165
9832	FCHSD1	0.0122062763	0.0251211658	0.0208547105	0.0086892136	0.024304966	0.0193939308	0.0013869563
9833	FCHSD2	0.0188513688	0.092068207	0.0275420585	0.0273211183	0.0350760185	0.0349211451	0.0239656338
9834	FCN1	0.1194313282	0.125191307	0.0972100941	3.6531617317	0.1387046366	0.0923925641	6.3850144577
9835	FCN2	0	0	0	0	0	0	0
9836	FCN3	0	0	0	0	0	0	0
9837	FCRL1	0.0197447926	0.3494403926	0.0060545997	0.0210483069	0.0110576469	0.0236859296	0.0180605904
9838	FCRL2	0.0044671473	0.1445607118	0	0.003109797	0	0.0039264025	0
9839	FCRL3	0.0087299864	0.0465680115	0.0136532048	0.0038786602	0.072897549	0.0140481713	0.0053283078
9840	FCRL4	0	0	0	0	0	0	0
9841	FCRL5	0.0059554699	0.0702751909	0.0062749518	0.0021731392	0.0041398145	0.0051833696	0.0046927034
9842	FCRL6	0.0036750693	0.0046840573	0.0197106864	0.0056917402	0.4579413068	0.0413950642	0.002186655
9843	FCRLA	0.0050388762	0.5628449872	0.0119443885	0.0067524788	0.0050839827	0.0034385572	0.0023932957
9844	FCRLB	0.00576805	0.0229144484	0.0050588727	0	0.0446459912	0.011990388	0
9845	FDCSP	0	0	0	0	0	0	0
9846	FDFT1	0.1135940314	0.204075676	0.105293065	0.1449144838	0.222524015	0.100186684	0.1455424409
9847	FDPS	0.1237734182	0.2061949818	0.1713352701	0.1267551079	0.3386994268	0.1473799383	0.0989378768
9848	FDX1	0.1537054713	0.2303962293	0.1841292143	0.2076292468	0.1688044682	0.1587865236	0.148767186
9849	FDX1L	0.0147357555	0.0417492091	0.0245743363	0.024342483	0.0369055742	0.0305378494	0.0146675825
9850	FDXACB1	0.0118671817	0.0139942834	0.0042158787	0.0018076843	0.012135441	0	0
9851	FDXR	0.011278045	0.0034183583	0.0075806285	0.0111129269	0.0097716002	0.0083178916	0.0033427613
9852	FECH	0.0201660216	0.0104832141	0.0242452431	0.0198234617	0.0486814564	0.0296884318	0.0039517849
9853	FEM1A	0.0674086892	0.0299981204	0.0268888373	0.0290459062	0.0326322303	0.012194775	0.0334696654
9854	FEM1B	0.0361283871	0.0329383638	0.0222809925	0.0394669932	0.0281905956	0.0368544359	0.0432360907
9855	FEM1C	0.0076516224	0.0107564989	0.0079877132	0.0078431123	0	0.0092895185	0.0139951308
9856	FEN1	0.0159234048	0.0354829875	0.015062169	0.0181834869	0.0393551439	0.0170558337	0.0220690094
9857	FENDRR	0	0	0	0	0	0	0
9858	FER	0.0072872395	0.003644888	0	0.0018484808	0.0102403312	0	0.0043846733
9859	FER1L6	0	0	0	0	0	0	0
9860	FER1L6.AS1	0	0	0	0	0	0	0
9861	FER1L6.AS2	0	0	0	0	0	0	0
9862	FERD3L	0	0	0	0	0	0	0
9863	FERMT1	0	0	0	0	0	0	0
9864	FERMT2	0	0	0	0	0	0	0
9865	FERMT3	0.1483711164	0.1410109882	0.5571723839	0.5853119159	0.4627405147	0.1509823524	0.2702839763
9866	FES	0.0077007041	0.0111244658	0.0129388687	0.0960043017	0.0442096138	0.0029901209	0.1774231189
9867	FETUB	0	0	0	0	0	0	0
9868	FEV	0	0	0	0	0	0	0
9869	FEZ1	0	0	0	0	0.05006867	0.0308338147	0
9870	FEZ2	0.0168719184	0.0790995331	0.0232453324	0.0650581411	0.0455280313	0.0290847814	0.0987982279
9871	FEZF1	0	0	0	0	0	0	0
9872	FEZF1.AS1	0	0	0	0	0	0	0
9873	FEZF2	0	0	0	0	0	0	0
9874	FFAR1	0	0	0	0	0	0	0
9875	FFAR2	0.0033527853	0	0	0.0474594709	0	0.0033047049	0.0724669369
9876	FFAR3	0	0	0	0.0127636573	0	0	0.0167028557
9877	FFAR4	0	0	0	0	0	0	0.0016701352
9878	FGA	0	0	0	0	0	0	0
9879	FGB	0	0	0	0	0	0	0
9880	FGD1	0	0	0	0	0	0	0
9881	FGD2	0.0010912495	0.1076359269	0.0136779346	0.1065879746	0.0123008648	0.014848184	0.0607527335
9882	FGD3	0.0997705084	0.0876383455	0.1221601136	0.0847112762	0.1634627571	0.119388573	0.0533749064
9883	FGD4	0.001633734	0.0037586357	0.0016642221	0.0524157048	0.0051933156	0.0033505301	0.0220559963
9884	FGD5	0	0	0	0	0	0	0
9885	FGD5.AS1	0.0373846417	0.0525211388	0.0551726313	0.0597519177	0.0646404963	0.0323982995	0.0519404935
9886	FGD6	0.0014861848	0	0	0.0081198686	0.0037757265	0	0.0019075076
9887	FGF1	0	0	0	0	0	0	0
9888	FGF10	0	0	0	0	0	0	0
9889	FGF10.AS1	0	0	0	0	0	0	0
9890	FGF11	0	0	0	0.0025196362	0	0.0038875272	0
9891	FGF12	0	0	0	0	0	0	0
9892	FGF12.AS1	0	0	0	0	0	0	0
9893	FGF12.AS2	0	0	0	0	0	0	0
9894	FGF12.AS3	0	0	0	0	0	0	0
9895	FGF13	0	0	0	0	0	0	0
9896	FGF13.AS1	0	0	0	0	0	0	0
9897	FGF14	0	0	0	0	0	0	0
9898	FGF14.AS1	0	0	0	0	0	0	0
9899	FGF14.AS2	0.0005785708	0	0.0040536238	0	0	0	0.0016182826
9900	FGF14.IT1	0	0	0	0	0	0	0
9901	FGF16	0	0	0	0	0	0	0
9902	FGF17	0	0	0	0	0	0	0
9903	FGF18	0	0	0	0	0	0	0
9904	FGF19	0	0	0	0	0	0	0
9905	FGF2	0	0	0	0	0	0	0
9906	FGF20	0	0	0	0	0	0	0
9907	FGF21	0	0	0	0	0	0	0
9908	FGF22	0.0016759338	0	0.0030824431	0	0	0	0
9909	FGF23	0	0	0	0	0	0.0017543267	0
9910	FGF3	0	0	0	0	0	0	0
9911	FGF4	0	0	0	0	0	0	0
9912	FGF5	0	0	0	0	0	0	0
9913	FGF6	0	0	0	0	0	0	0
9914	FGF7	0	0	0	0	0	0	0
9915	FGF8	0	0	0	0	0	0	0
9916	FGF9	0	0	0.007794289	0	0	0.0039836677	0
9917	FGFBP1	0	0	0	0	0	0	0
9918	FGFBP2	0.0210845197	0.0445236172	0.0410207133	0.0299531916	4.7369509097	0.0580171706	0.0190099943
9919	FGFBP3	0.0123703874	0.0082848563	0.0108592201	0.0042370901	0.0096294996	0.0221997224	0.0122148468
9920	FGFR1	0.0034070051	0	0.0026309082	0.0065513477	0.0067669114	0.0074670428	0
9921	FGFR1OP	0.0186972164	0.0237375677	0.0232891799	0.0032479695	0.0178422027	0.0427884648	0.0123771917
9922	FGFR1OP2	0.2698138973	0.2077414103	0.2018044208	0.1023713309	0.229103644	0.2071194149	0.1008980718
9923	FGFR2	0.0011170144	0	0.0035530047	0	0	0	0
9924	FGFR3	0	0	0	0	0	0	0
9925	FGFR4	0	0.003136566	0	0	0	0	0
9926	FGFRL1	0.0013241343	0	0	0.0231033655	0	0	0.0127782872
9927	FGG	0	0	0	0	0	0	0
9928	FGGY	0.0025791248	0.0181270268	0.0015090348	0.0084342926	0.0185160107	0.0035096335	0.0047738475
9929	FGL1	0	0	0	0	0	0	0
9930	FGL2	0.0277962077	0.0336585489	0.0376342587	0.5592787666	0.0659105818	0.0298527347	0.6859960721
9931	FGR	0.0367673881	0.186133992	0.0254231271	0.9830319636	0.568166179	0.0600223594	0.7250820751
9932	FH	0.0656661297	0.0677113809	0.0754428641	0.0594606125	0.067173311	0.0400216691	0.1099184529
9933	FHAD1	0	0	0	0	0.0087634617	0	0
9934	FHDC1	0	0	0	0	0	0	0
9935	FHIT	0.2246384576	0.042577145	0.186396047	0.0131325945	0.0267441349	0.0379005267	0.0262060956
9936	FHL1	0.0970503171	0.0313624219	0.0549953575	0.0936923922	0.0205081987	0.0453488001	0.0172422641
