Rows	baseMean	baseSD	AvExpInCluster	AvExpInOtherClusters	foldChange	log2FoldChange	pval	padj	clusters	gene	cluster_1	cluster_2	cluster_3	cluster_4	cluster_5	cluster_6	cluster_7
NAAA	0.2151230712	0.6741278012	0.6842787765	0.1557261127	4.3941171099	2.1355733203	5.54E-09	1.33E-05	4	NAAA	0.1238773555	0.1005675465	0.1543046283	0.6842787765	0.1222436433	0.1836098765	0.2756074472
ADAP2	0.0324851494	0.2327449041	0.1031468899	0.023539095	4.3819394818	2.1315695596	3.08E-06	0.0071544985	4	ADAP2	0.0100347393	0.0201332861	0	0.1031468899	0.0062997177	0	0.1003923753
MARCO	0.0396309713	0.2186018927	0.1249987544	0.028823074	4.3367599948	2.1166176037	3.56E-06	0.0082550249	4	MARCO	0.0011208738	0	0.0053129924	0.1249987544	0	0	0.1694453798
CTSS	1.8430874155	3.4750084718	5.8033290404	1.3417052423	4.3253382766	2.1128129676	3.72E-28	9.58E-25	4	CTSS	0.4460713963	0.9863627637	0.4482437999	5.8033290404	0.5398267087	0.450487315	5.3323044454
S100A11	1.764159877	3.1275103605	5.537721603	1.2864121136	4.3047803613	2.1059396303	1.25E-50	3.24E-47	4	S100A11	0.6532130624	0.1761074935	0.8531599974	5.537721603	1.1541040141	0.7323002894	4.3527763586
FAM26F.1	0.3673682228	0.8535507791	1.1486195649	0.2684587287	4.2785703803	2.0971288224	3.46E-28	8.92E-25	4	FAM26F	0.0756244069	0.7417744773	0.081464865	1.1486195649	0.0973606141	0.0773699183	0.6237355768
NCF2	0.2840422564	1.225501024	0.8855118085	0.2078938443	4.2594421755	2.0906645048	2.18E-05	0.0498225879	4	NCF2	0.0336171798	0.0690004524	0.0321206542	0.8855118085	0.0404546629	0.0269680516	1.0631774116
KLF4	0.154217254	0.5042523248	0.4793989245	0.1130479749	4.2406679553	2.0842915242	7.37E-18	1.86E-14	4	KLF4	0.0221706746	0.0427134859	0.0315426007	0.4793989245	0.03728056	0.025901391	0.5357549297
AMPD2	0.0520270347	0.2490784917	0.1598512467	0.0383760651	4.165389184	2.0584512969	4.34E-06	0.01003098	4	AMPD2	0.0332942082	0.0270469568	0.0284011072	0.1598512467	0.0189660231	0.0359363674	0.0826232013
CUX1	0.0699486778	0.2941360608	0.2146825928	0.0516247946	4.1585171339	2.0560691762	6.44E-09	1.55E-05	4	CUX1	0.0371980696	0.0540191566	0.0405063318	0.2146825928	0.0435688774	0.0506212284	0.0928998423
NPC2	1.0362839496	2.285147777	3.1641416422	0.7668887926	4.1259458642	2.044724892	1.67E-37	4.31E-34	4	NPC2	0.2885582769	0.5665405015	0.2890196302	3.1641416422	0.2962844782	0.2597475793	2.9632212616
FTL	26.2697250846	37.4429291477	80.0639820595	19.4591604718	4.1144622953	2.0407039022	2.95E-82	7.68E-79	4	FTL	6.1771159183	9.0105018139	6.0936785596	80.0639820595	7.541513189	6.8549475456	82.9988923963
NAMPT	0.0932960377	0.3316149682	0.2841828166	0.0691290203	4.1109047293	2.0394559377	3.84E-12	9.48E-09	4	NAMPT	0.0474143686	0.0422549354	0.0651572635	0.2841828166	0.0536801894	0.073994953	0.1476891803
RHOB	0.1678107113	0.5778662805	0.510660971	0.1244045193	4.104842604	2.0373269044	4.11E-16	1.03E-12	4	RHOB	0.0456614884	0.0848152232	0.054646879	0.510660971	0.0824908442	0.0527457156	0.4495868958
SLC43A2	0.0409627465	0.222838771	0.1246360538	0.0303693765	4.104004364	2.037032265	2.38E-06	0.0055605723	4	SLC43A2	0.0018842758	0.0204236492	0	0.1246360538	0.0110536553	0	0.1541274888
FGR	0.3243306664	0.9400650928	0.9830319636	0.2409364902	4.0800460018	2.0285854184	7.76E-17	1.96E-13	4	FGR	0.0367673881	0.186133992	0.0254231271	0.9830319636	0.568166179	0.0600223594	0.7250820751
MAPKAPK3	0.1244392781	0.3868762244	0.3763631943	0.0925447189	4.0668251909	2.0239029791	8.40E-15	2.10E-11	4	MAPKAPK3	0.0734723656	0.0359252842	0.0659142074	0.3763631943	0.1108636298	0.0764045129	0.19806232
SEMA4A	0.0342770306	0.2053532538	0.1024491407	0.0256461732	3.9947145336	1.9980924104	1.02E-06	0.0023807605	4	SEMA4A	0.0066135332	0.0384817727	0.0243092208	0.1024491407	0	0.0117235056	0.082318081
PPCDC	0.0340983912	0.1850396794	0.1014030513	0.0255773563	3.9645634175	1.9871620033	7.53E-06	0.0173205621	4	PPCDC	0.0236520996	0.0134294816	0.0173169595	0.1014030513	0.0356083005	0.0191633898	0.0431637401
TYROBP	3.2694613298	5.8231971029	9.7089316823	2.4541990439	3.9560490036	1.9840602969	1.15E-62	2.99E-59	4	TYROBP	0.1431833942	0.1582538893	0.1060193273	9.7089316823	2.695850546	0.2183260117	12.1991033994
HSBP1	0.2052981972	0.5994672784	0.6071967904	0.1544162538	3.9322077531	1.9753395466	5.92E-20	1.50E-16	4	HSBP1	0.0709177673	0.1017843505	0.1515878428	0.6071967904	0.190283443	0.0772333194	0.396308946
THEMIS2	0.1382104441	0.4613214395	0.4086336422	0.1039738031	3.9301596159	1.9745879059	3.25E-15	8.12E-12	4	THEMIS2	0.0416667449	0.0275292092	0.0520626374	0.4086336422	0.1884127548	0.0738587105	0.2898697108
HLA.DPA1.1	2.3196721828	4.1898512109	6.8561308404	1.7453386658	3.9282524215	1.9738876373	5.84E-46	1.51E-42	4	HLA.DPA1	0.2220989336	6.9758160441	0.3283255043	6.8561308404	0.9259102601	0.3080024716	2.6935745744
EHBP1L1	0.0408724093	0.2198250591	0.1207337323	0.0307616515	3.9248130832	1.9726239482	6.16E-07	0.0014476348	4	EHBP1L1	0.0171019894	0.0241978284	0.012448403	0.1207337323	0.0288325301	0.0073615148	0.0950730857
FGL2	0.1897993503	2.0293488025	0.5592787666	0.1430218023	3.9104441246	1.9673324694	4.71E-12	1.16E-08	4	FGL2	0.0277962077	0.0336585489	0.0376342587	0.5592787666	0.0659105818	0.0298527347	0.6859960721
NADK	0.0466296733	0.2399662874	0.1371701693	0.0351668903	3.9005487325	1.9636770978	5.27E-06	0.0121491082	4	NADK	0.01216918	0.02661509	0.0190231518	0.1371701693	0.0569108007	0.0183699989	0.0951265603
INSIG1	0.0757852027	0.3114794377	0.2227444401	0.057179585	3.8955239018	1.9618173667	1.23E-07	0.0002921148	4	INSIG1	0.0465675881	0.064601046	0.0715128258	0.2227444401	0.1282544767	0.0437191002	0.0156948131
IGSF6	0.1515766918	0.7400603793	0.4437576603	0.1145854314	3.8727232142	1.9533483948	2.67E-13	6.62E-10	4	IGSF6	0.0074647495	0.0132709515	0.0095923385	0.4437576603	0.005987335	0.0116285814	0.6510484893
LYL1.1	0.1414807266	0.5055443037	0.4138970164	0.1069917524	3.868494601	1.9517722604	1.97E-11	4.84E-08	4	LYL1	0.0269626525	0.3252009726	0.0438988237	0.4138970164	0.0119523063	0.0078912529	0.2569455093
PRAM1	0.0747125709	0.3184495066	0.2183538499	0.0565270197	3.8628226103	1.9496554272	1.10E-09	2.67E-06	4	PRAM1	0.0101842956	0.0138408946	0.0130944575	0.2183538499	0.0233452777	0.0085039273	0.2779506678
G0S2	0.1532279188	0.9092294592	0.4452544205	0.1162562146	3.829940809	1.9373220958	3.91E-06	0.009049862	4	G0S2	0.02291338	0.0125195507	0.0266861933	0.4452544205	0.0244872311	0.0024340349	0.6113285813
NUDT16	0.085483842	0.3560230855	0.2458403298	0.0651820796	3.7715938382	1.915174321	7.98E-11	1.95E-07	4	NUDT16	0.0159313466	0.0172769347	0.0297747692	0.2458403298	0.084625198	0.0388693903	0.2350933863
MPEG1	0.1301201181	0.4558459574	0.3737438787	0.0992763913	3.7646803422	1.9125273713	2.36E-14	5.89E-11	4	MPEG1	0.0159204162	0.0847178401	0.0067814963	0.3737438787	0.0221791382	0.0284524297	0.4538986321
UNC119	0.0998325719	0.3317824083	0.2849530796	0.0763955871	3.7299677943	1.8991631739	1.70E-14	4.25E-11	4	UNC119	0.0578876659	0.1036353797	0.053563152	0.2849530796	0.0975334995	0.0513666124	0.1062240249
HOTAIRM1	0.0679552867	0.3031223328	0.1934095806	0.0520722795	3.7142522409	1.8930717944	5.60E-08	0.0001333668	4	HOTAIRM1	0.0200037355	0.0158176484	0.016780552	0.1934095806	0.0959285067	0.0255863168	0.1586666303
LYST	0.1456350853	0.4446723793	0.4141303756	0.111642525	3.7094321873	1.8911983665	5.60E-15	1.40E-11	4	LYST	0.0410993695	0.1715865734	0.0257921867	0.4141303756	0.1571885506	0.0504858553	0.2669068079
CD33	0.0886903565	0.3773298031	0.2520544318	0.0680078217	3.7062565097	1.8899627336	2.79E-09	6.73E-06	4	CD33	0.0041343953	0	0.0037480128	0.2520544318	0.0143444335	0	0.3921091645
KYNU	0.0520213188	0.2560416459	0.1473787558	0.0399486921	3.6892010276	1.8833084048	2.78E-06	0.006463454	4	KYNU	0.0066668427	0.0827757684	0.0078977386	0.1473787558	0.0098613589	0.0094188096	0.1350087417
SULF2	0.0381560651	0.2268486112	0.1080451723	0.0293078291	3.6865634796	1.8822765992	9.23E-06	0.0211729371	4	SULF2	0.0150219462	0.0363709123	0.0138884257	0.1080451723	0.0190728235	0	0.0910579926
KIAA0930	0.0404847945	0.2698944105	0.1144594493	0.0311193121	3.6780841728	1.8789544961	3.80E-05	0.0860527525	4	KIAA0930	0.0125775483	0.0390263011	0.0078265342	0.1144594493	0.0085557081	0.0070200151	0.1120040049
UNC93B1	0.0935931101	0.3537326977	0.2630265779	0.0721421664	3.6459478699	1.8662939337	9.33E-13	2.31E-09	4	UNC93B1	0.0273701532	0.1366913905	0.0262629331	0.2630265779	0.023177989	0.0461633617	0.1915253872
TCIRG1	0.1072370628	0.3918724912	0.3008139391	0.0827294685	3.6361159397	1.8623982014	4.81E-08	0.0001148682	4	TCIRG1	0.0370947941	0.0775305677	0.0311289125	0.3008139391	0.1210154843	0.1061960692	0.1683879566
POU2F2.1	0.2088835824	0.6922053696	0.5857936094	0.1611652898	3.6347380394	1.8618513909	5.31E-07	0.0012492054	4	POU2F2	0.0430261288	0.3825290581	0.1276507273	0.5857936094	0.0468734676	0.0497602367	0.3858217538
HLA.DRB1.1	2.260705619	3.7868752438	6.3398298229	1.7442724435	3.634655725	1.8618187184	4.66E-35	1.20E-31	4	HLA.DRB1	0.1299883859	7.0135869693	0.3281522385	6.3398298229	0.7580754347	0.314020331	2.9603160582
NOTCH2	0.0473018338	0.2357004837	0.131858349	0.0365966463	3.6030172813	1.8492055714	3.77E-06	0.0087240181	4	NOTCH2	0.0243145217	0.0585806858	0.0206696039	0.131858349	0.0490559497	0.0117498695	0.0604997691
SOD2	0.2886433245	0.7729926891	0.8021537059	0.2236308895	3.5869539651	1.8427592299	5.04E-14	1.26E-10	4	SOD2	0.1384024877	0.1375851507	0.2112565455	0.8021537059	0.0809260279	0.161424368	0.6335336754
PIK3AP1	0.054759579	0.2552350448	0.1519972434	0.0424489081	3.5807103243	1.8402458108	3.93E-06	0.0090945225	4	PIK3AP1	0.0108509695	0.0724187597	0.0181555541	0.1519972434	0.0709598824	0.0305706423	0.0816100373
OAZ2	0.2168552895	0.8834089759	0.60003871	0.1683427607	3.5643867759	1.8336538939	4.00E-16	1.01E-12	4	OAZ2	0.0758494204	0.16883765	0.1201175657	0.60003871	0.1782131796	0.1059047116	0.4221777099
LGALS1	2.7588589747	4.4968592123	7.5729049772	2.1493818075	3.5232944424	1.8169250462	1.09E-64	2.83E-61	4	LGALS1	0.4808077652	0.2227910764	0.7014625858	7.5729049772	2.2904159647	0.5825807061	9.2424096202
MNDA	0.1691390841	0.5919677649	0.4639985074	0.1318087209	3.5202413341	1.8156743378	3.73E-08	8.92E-05	4	MNDA	0.0200398811	0.065363545	0.0166507147	0.4639985074	0.0180213453	0.0077570391	0.6722448688
HLA.DRB5.1	1.0029095555	1.9419965959	2.7422472896	0.7827025541	3.5035624648	1.8088226182	2.28E-30	5.89E-27	4	HLA.DRB5	0.0423836729	3.0981889241	0.126877754	2.7422472896	0.3685553679	0.1131065511	1.4168352205
LGALS9	0.2142670683	0.5471809126	0.5854685394	0.1672715014	3.5001093104	1.8073999789	9.88E-18	2.50E-14	4	LGALS9	0.0733826891	0.1639390873	0.1256966623	0.5854685394	0.1473725251	0.0726539861	0.4685184425
RAB31	0.0610973466	0.3091522621	0.1665236956	0.0477499559	3.4874104543	1.8021561735	4.17E-07	0.0009831492	4	RAB31	0	0.0169667619	0.0026454684	0.1665236956	0	0.0049427569	0.2699162858
SEC14L1	0.05137375	0.2460678125	0.1399826922	0.0401555092	3.4860146196	1.8015786198	1.03E-07	0.0002437542	4	SEC14L1	0.0197283468	0.0476743444	0.0395781	0.1399826922	0.051198934	0.0495297477	0.0588501402
SMCO4	0.1321381136	0.6553615678	0.3600231898	0.1032869662	3.4856594506	1.8014316248	9.32E-14	2.32E-10	4	SMCO4	0.0140726546	0.0219501954	0.0343161716	0.3600231898	0.0305358046	0.0105728946	0.5252799483
ANXA5	0.4760097514	1.3359256363	1.2965829235	0.3721219588	3.4842956527	1.800867046	6.64E-16	1.67E-12	4	ANXA5	0.2193147792	0.2176671713	0.5121399227	1.2965829235	0.2168685618	0.2997641666	0.884438173
RAB32	0.1089414026	0.5795360826	0.2963792938	0.085211028	3.4781800034	1.7983325972	9.56E-10	2.32E-06	4	RAB32	0.0021288218	0.0108043911	0.011160072	0.2963792938	0.0143556461	0.0165293851	0.4738692454
SIRPB1	0.0383539259	0.2299802198	0.1041209064	0.0300275674	3.4675105403	1.793900268	1.77E-05	0.0403789564	4	SIRPB1	0.0152519311	0.0126218235	0.012988589	0.1041209064	0.0092949211	0.0165222096	0.1129311929
ADRBK1	0.1089559591	0.3792152595	0.2949991612	0.0854021576	3.4542354595	1.7883664282	9.98E-12	2.45E-08	4	ADRBK1	0.047692693	0.0388986102	0.0687347707	0.2949991612	0.1001097485	0.063531354	0.2182363257
AGPAT2	0.0744095489	0.2859782799	0.2013168688	0.0583425829	3.4505991823	1.7868469017	4.17E-08	9.96E-05	4	AGPAT2	0.0262977376	0.0634508586	0.03456539	0.2013168688	0.0537712528	0.0476088036	0.1453148115
IFITM2	2.1562797532	2.9798458103	5.8271559467	1.6915323823	3.4448976608	1.7844611247	5.96E-37	1.54E-33	4	IFITM2	1.3679323573	1.1777867317	1.5191432172	5.8271559467	3.5781828725	1.7186878146	1.4416582155
PYCARD	0.7486968293	2.1002485996	2.022431055	0.5874370642	3.4428046477	1.7835843216	4.34E-09	1.04E-05	4	PYCARD	0.1760055753	0.4598847361	0.2363630044	2.022431055	0.586190758	0.2627974663	2.0010365332
CYBB	0.1282965454	0.4327837389	0.3464329675	0.100679616	3.4409444652	1.782804608	2.41E-12	5.95E-09	4	CYBB	0.020688198	0.1442909997	0.0224816678	0.3464329675	0.0246980189	0.0342779431	0.3816123184
FAM46A	0.0682815583	0.2927143507	0.1839757152	0.0536342228	3.4301926183	1.7782895915	1.91E-07	0.0004523801	4	FAM46A	0.0341681325	0.0463815984	0.0209234496	0.1839757152	0.0648160879	0.0350589246	0.1268339929
FGD2	0.0397396002	0.2323991814	0.1065879746	0.031276333	3.4079434637	1.7689014021	3.75E-05	0.0850425917	4	FGD2	0.0010912495	0.1076359269	0.0136779346	0.1065879746	0.0123008648	0.014848184	0.0607527335
TNFSF10	0.3284052799	1.2341613136	0.8772528497	0.2589190178	3.3881360168	1.7604917928	6.04E-06	0.0139111237	4	TNFSF10	0.1672542225	0.1455372596	0.3502314819	0.8772528497	0.1351821151	0.201499006	0.613419428
TGFBI	0.1183753405	0.405809538	0.3160404988	0.0933501536	3.3855380672	1.7593851411	8.80E-14	2.19E-10	4	TGFBI	0.0242483898	0.0236862047	0.0076917861	0.3160404988	0.0235436578	0.0080517643	0.4695320469
FKBP1A	0.8349805153	1.500648305	2.2206066792	0.6595547905	3.3668267006	1.7513894638	1.35E-16	3.41E-13	4	FKBP1A	0.4383325298	0.5173909511	0.6657736096	2.2206066792	0.5847230562	0.3292108827	1.514180136
FBP1	0.0683959899	0.3097099179	0.181689505	0.0540525851	3.3613471905	1.749039565	2.48E-06	0.0057796769	4	FBP1	0.0332144682	0.0339847745	0.0067978671	0.181689505	0.038899793	0.0159428402	0.186372629
RGS2	0.5055565414	1.1613938351	1.3371305965	0.4002759938	3.3405215831	1.7400733801	9.82E-16	2.46E-12	4	RGS2	0.1451695692	0.276325103	0.1999088409	1.3371305965	0.3069899405	0.3206279784	1.2896947316
RNF130	0.2421014545	0.6204352651	0.6375027296	0.1920420972	3.3195988745	1.7310089233	7.70E-20	1.96E-16	4	RNF130	0.0457229089	0.071465861	0.0595640795	0.6375027296	0.071368347	0.0661527813	0.8688667382
C1orf162	0.7393314508	1.9053285424	1.9364574779	0.5877705851	3.2945804484	1.7200947555	1.13E-09	2.74E-06	4	C1orf162	0.3789031193	0.3772784062	0.3932800372	1.9364574779	0.7476894401	0.2395008254	1.4559391096
LGALS3	0.5402368282	1.9537494943	1.4109869897	0.4299964314	3.281392325	1.7143080936	8.78E-18	2.22E-14	4	LGALS3	0.1026392821	0.0581081738	0.2007623541	1.4109869897	0.0960981191	0.2655632769	1.9541478775
CDA	0.2440317475	1.1360335806	0.6356991283	0.1944451159	3.2692985135	1.7089811129	8.75E-16	2.20E-12	4	CDA	0.017590071	0.0079947353	0.0229462106	0.6356991283	0.0229983453	0	1.1075797664
AP2S1	0.5904502474	1.3832021197	1.5374813117	0.4705523881	3.2673966825	1.7081416177	1.15E-10	2.82E-07	4	AP2S1	0.2129557906	0.2176900816	0.2562263976	1.5374813117	0.4740191292	0.2945141334	1.4857280718
MTHFD2	0.073282928	0.2841000986	0.1904555755	0.0584484098	3.258524505	1.7042188444	4.05E-08	9.68E-05	4	MTHFD2	0.0471508256	0.0374147286	0.060864812	0.1904555755	0.0627544901	0.04584905	0.103727746
IMPDH1	0.0888021108	0.336362007	0.2302913578	0.0708890153	3.2486183753	1.699826276	2.86E-08	6.85E-05	4	IMPDH1	0.0318805791	0.0302750807	0.0378667544	0.2302913578	0.1276849379	0.0572226071	0.1743406222
PRELID1	0.8726464101	1.457206351	2.253098355	0.6978757618	3.228509254	1.6908681624	7.45E-22	1.90E-18	4	PRELID1	0.3956078123	0.4491336299	0.4496823633	2.253098355	0.9095288582	0.5418436781	1.6466329499
FCN1	1.4277581555	3.5288467964	3.6531617317	1.1460133059	3.1877131906	1.672521831	3.31E-25	8.49E-22	4	FCN1	0.1194313282	0.125191307	0.0972100941	3.6531617317	0.1387046366	0.0923925641	6.3850144577
ARAP1	0.0553118636	0.4120311022	0.1414736752	0.0444034392	3.1860972403	1.6717902989	1.45E-05	0.0332866688	4	ARAP1	0.0209690715	0.0437444979	0.0350649642	0.1414736752	0.0308155349	0.0108710788	0.1324315493
SULT1A1	0.066717935	0.3054532245	0.1702026093	0.053616368	3.1744524214	1.666507755	3.00E-06	0.0069624352	4	SULT1A1	0.0163487173	0.0028113468	0.0321058484	0.1702026093	0.0042553159	0.0156661853	0.2539966364
MT2A	0.5979375737	1.2684967315	1.5151344001	0.4818168463	3.1446272829	1.6528890318	1.45E-15	3.64E-12	4	MT2A	0.2964142554	0.0636789758	0.5925533045	1.5151344001	0.8097367004	0.5199499201	0.8660160259
MTSS1	0.0912627239	0.3648016089	0.2303890978	0.0736487775	3.1282134687	1.6453389652	2.30E-07	0.0005442275	4	MTSS1	0.0549358673	0.1314061537	0.0477538332	0.2303890978	0.1100083802	0.0423187817	0.0711574636
CSTB	0.5964618243	1.2048695429	1.5040990587	0.4815513788	3.12344461	1.6431379459	1.12E-18	2.84E-15	4	CSTB	0.3474852332	0.1863418329	0.4534680122	1.5040990587	0.5428590121	0.5404434056	0.9445445312
CDKN1A	0.0777115152	0.3514488657	0.1935133604	0.0630505459	3.0691781924	1.6178524092	1.74E-07	0.0004118972	4	CDKN1A	0.0259307358	0.0387497971	0.0199120901	0.1935133604	0.04023677	0.0312152707	0.2298249879
BTK	0.1059407929	0.8168345627	0.2630445722	0.0860508362	3.0568508534	1.6120461635	2.14E-06	0.0049940882	4	BTK	0.0118589874	0.3756121836	0.0182130458	0.2630445722	0.0134888521	0.0080308408	0.1308152333
ODF3B	0.1566903824	0.5633642893	0.3871273607	0.1275161542	3.0359083769	1.6021282511	1.19E-10	2.91E-07	4	ODF3B	0.0373828403	0.0597596244	0.0275080277	0.3871273607	0.0355116508	0.0165255288	0.5893373629
NFKBIZ	0.153984669	0.433414275	0.380407008	0.1253187099	3.0355164712	1.6019420015	2.22E-12	5.49E-09	4	NFKBIZ	0.1316117528	0.0664890975	0.1102143621	0.380407008	0.0873968274	0.138220921	0.1972303666
RAB24	0.1071352617	0.382601817	0.2643134998	0.0872358783	3.0298714815	1.5992566	1.79E-09	4.33E-06	4	RAB24	0.0338809102	0.1152026204	0.0464813951	0.2643134998	0.0970229616	0.0276098883	0.2315858494
HLA.DPB1.1	2.6957836936	5.1483461212	6.6500183257	2.1951620293	3.0293974827	1.5990308844	1.69E-23	4.32E-20	4	HLA.DPB1	0.279092094	9.3804476773	0.4030415171	6.6500183257	1.272327819	0.4621133332	2.708849765
CTSB	0.282071814	0.7969992656	0.6937417901	0.2299527752	3.0168880965	1.5930611845	2.15E-18	5.45E-15	4	CTSB	0.0836366345	0.0809956855	0.1208397404	0.6937417901	0.0945099844	0.1053723446	0.9261261066
ATF3	0.0607920312	0.2708562377	0.1492707677	0.049590275	3.0100814698	1.589802535	4.74E-06	0.0109420265	4	ATF3	0.0225631753	0.0246032415	0.0187473581	0.1492707677	0.0259961231	0.0026870162	0.1995498404
C20orf27	0.1591008403	1.0583784797	0.3905898901	0.1297934157	3.0093197564	1.5894374089	2.51E-10	6.12E-07	4	C20orf27	0.0705912685	0.0834529535	0.0901843476	0.3905898901	0.0346270471	0.0616654577	0.4394415725
EIF4EBP1	0.1439441018	0.4834103315	0.3518498686	0.1176224137	2.991350523	1.5807969737	5.68E-07	0.0013356198	4	EIF4EBP1	0.0303885862	0.1021014584	0.0521805774	0.3518498686	0.0589472648	0.0611917436	0.4367381561
RNF135	0.0537936997	0.2556169618	0.1314728012	0.0439592198	2.990790144	1.5805266839	5.30E-06	0.0122051695	4	RNF135	0.015874841	0.0724637025	0.0044292268	0.1314728012	0.0411704487	0.0117895918	0.1271908609
NIPSNAP3A	0.0690029403	0.2905478031	0.1682516708	0.0564376605	2.9811949917	1.5758907411	1.40E-06	0.0032646763	4	NIPSNAP3A	0.033554454	0.055124836	0.0388370852	0.1682516708	0.0794837507	0.025333109	0.1198638353
GPX1	1.3088303052	3.6430197118	3.1860708732	1.0711642624	2.9743998983	1.5725986261	4.02E-05	0.0909136691	4	GPX1	0.3521863574	0.6109995102	0.44406597	3.1860708732	0.2230102121	0.3291232703	4.5452522768
ARHGAP27	0.0641193841	0.2909711089	0.155134685	0.0525964889	2.9495254961	1.5604828801	1.65E-06	0.0038656021	4	ARHGAP27	0.0173120732	0.0553418074	0.048917463	0.155134685	0.0583844176	0.0319893419	0.1326398481
RNPEP	0.1001554797	0.3902944209	0.2420765238	0.0821877171	2.9454099992	1.5584684702	3.36E-05	0.0762676533	4	RNPEP	0.0435822119	0.0670087075	0.0573025452	0.2420765238	0.1013657192	0.0571029037	0.1931664492
LACTB	0.078763423	0.3160370121	0.1903537219	0.0646356521	2.9450267129	1.5582807201	1.71E-07	0.000405301	4	LACTB	0.0295516605	0.087538102	0.0268856402	0.1903537219	0.0444694815	0.0523176648	0.1647524423
BLVRA	0.2748340632	1.9639379213	0.663193538	0.2256662255	2.9388249688	1.5552394372	7.23E-12	1.78E-08	4	BLVRA	0.0908457646	0.0565851757	0.1261861801	0.663193538	0.0962130494	0.1030966058	0.9043687159
VSTM1	0.0762696883	0.3672588787	0.1839520683	0.0626366753	2.9368108632	1.554250356	4.09E-06	0.0094752619	4	VSTM1	0	0.0104537918	0	0.1839520683	0.0089619031	0.0123959478	0.3561157611
ADA	0.1336208282	0.5424235333	0.3222660604	0.1097375995	2.9366968269	1.5541943352	7.75E-09	1.86E-05	4	ADA	0.0903152685	0.1013407073	0.1237974115	0.3222660604	0.262040592	0.1166246215	0.0228330285
AP1S2	0.5698218114	1.163170156	1.3692266298	0.4686140157	2.9218644424	1.546889247	1.73E-22	4.42E-19	4	AP1S2	0.1657306831	0.2025118471	0.1748647232	1.3692266298	0.163803586	0.133341549	1.994528152
VASP	0.3738494709	0.8466605231	0.8962937987	0.3077059632	2.9128255737	1.5424193124	4.84E-22	1.24E-18	4	VASP	0.1735434613	0.2864929469	0.2744710015	0.8962937987	0.5559011889	0.2204780266	0.4860128983
MICAL1	0.0529220664	0.2440250801	0.1265926556	0.0435950799	2.9038289602	1.537956479	3.69E-06	0.0085541819	4	MICAL1	0.030408783	0.0718910877	0.0247002026	0.1265926556	0.0423559909	0.0298026292	0.0684107684
UBE2E2	0.0404565776	0.2207565702	0.0966944027	0.0333366477	2.9005436774	1.5363233441	3.22E-05	0.0732515592	4	UBE2E2	0.0080283576	0.1134648649	0.0032914223	0.0966944027	0.0150191481	0	0.0703057378
CASP1	0.3917843054	0.8029394446	0.9343711148	0.3230906803	2.8919779242	1.5320565396	1.17E-20	2.97E-17	4	CASP1	0.1883398946	0.1516830763	0.2805081226	0.9343711148	0.483504181	0.2563850344	0.6986658037
